PRODUCT_CATEGORY,REVIEW_TEXT,SAMPLE_TYPE
Office Products,I had to return this product because it was so cheap.,GUIDED
Health & Personal Care,"Despite the negative reviews, I am very happy with this product.  It is easy to use and has a lot of room for improvement in my health.",NON-GUIDED
Beauty,No problems with the product.  It is very simple to use and easy to use.  I have tried many different types of colors but none are as beautiful or vibrant as this one.,NON-GUIDED
Electronics,"The sound quality is very good.  I use it to record music on my laptop and as a bonus, the microphone works fine. My only complaint about this product is that you have to turn off the power button in order to play mp3 files from your computer.",GUIDED
Health & Personal Care,This is a very good product. I use it every day to help with my medical bills. I would highly recommend this product for anyone looking for an affordable way to get your money's worth.,GUIDED
Books,"Before the book was written, I thought it would be interesting to see if they were available in English.  After reading all the other reviews about this book, I decided to give it a try. First of all, let me start off by saying that I have not read any books before.  This is my first time reading anything new or unfamiliar.  In fact, I've been following The Black Lagoon series for quite some time and haven't had any problems with it at all.  For instance, there are so many good books out there on the Internet today that I couldn't even begin to pick them up.  That being said, I'm glad I did!  If you're looking for something different from your average high school history class library (or just someone who doesn't know much), look no further...",NON-GUIDED
Sports,"Overall, very good value.  I would recommend this product to anyone looking for a high quality sports gear that can provide more bang for the buck.",NON-GUIDED
PC,"This little Boombox is a great product.  It's easy to set up, and I've used it for several months with no problems.",GUIDED
Video Games,"Arrived quickly and worked very well.  I have been playing games with this controller for a couple of years now, so it is great to have the joy of being able to play video games without having to worry about my controllers getting scratched or dented in any way.",GUIDED
Books,Arrived when it was time to write a review.  I really liked this book and would recommend it for anyone interested in learning more about the world of science fiction.,GUIDED
Tools,"If you are looking for a high quality, well worth the money.  I have had no problems with this product.",NON-GUIDED
Home,"These bags have CHEAPER marks on the inside of the bag.  This is a very nice way to store your stuff, and you don't want to mess around with it.",GUIDED
Camera,"Nice bright lights.  I have had no problems with it, but the price was right. I am very pleased with this camera and would highly recommend to anyone who is looking for a good night light.",GUIDED
Furniture,"My boys both love this and hate it.  It is easy to put together, folds up easily. The only complaint I have is that the back of the bag doesn't come with a zipper or something like that.",GUIDED
Lawn and Garden,"I am very pleased with this product.  It is easy to put together, I have a lot of room on my garden floor so it doesn't take up too much space in the middle of the house.",GUIDED
Camera,Attended this product as a gift for my husband and he loves it.  I would highly recommend this camera to anyone who is looking for a camera that can capture the most important moments in our daily lives.,NON-GUIDED
Lawn and Garden,"From time to time we use this for our garden.  It has a lot of storage space, so it is very easy to set up. The only thing I would like to change is that the lid can be turned on/off if you are not careful about opening or closing the lid.  This will also make it difficult to open the bag when trying to access the contents from the outside.",NON-GUIDED
Lawn and Garden,"Not sure what else to say about this product, but it is great!  It has a lot of room for all kinds of plants.  I also love the fact that you can actually see them in your garden without being too close.",NON-GUIDED
Books,Purchased by schoolbookschoolers.  The book is a must have for anyone interested in learning more about the world of science and math.,GUIDED
Tools,Lots of hard to find in the stores.,GUIDED
Video DVD,The item is in perfect condition and looks just like the picture.,GUIDED
Health & Personal Care,"Here's my advice: 1. If you are going to use this product, be sure to read the directions before using it. 2. You will need a good set of ear plugs for your ears.  This is not recommended if you don't have any ear plugs that can fit into your ears.  However, I do recommend these ear plugs because they provide more protection than most ear plugs in general. 3. These ear plugs work great!  They help keep your ears warm and healthy while keeping them warm during music.  The sound quality isn't as good or better than other ear plugs out there. 4. Don't waste your money unless you plan on buying another pair of ear plugs from Amazon.",NON-GUIDED
Jewelry,"Before I got started with this, I wanted to start by saying that it is my first experience with jewelry. After reading some of the other reviews, I decided to go ahead and buy a new one. I was so excited when I opened the box thinking about buying another one! It arrived in perfect condition: - The color is exactly what I had been looking for (blue/purple) - There are no instructions on how to set them up but you will need an internet browser like Google Chrome or WINDOWS Internet Explorer which can be found at http://www.amazon.",NON-GUIDED
Outdoors,"Wasn't very happy with this purchase.  It's hard to put together, but it looks nice and I'm sure it will hold up well for a few years.",NON-GUIDED
Home Improvement,"I have thick, hard-to-find furniture in my living room and I use it all the time.  It is easy to set up and operate with ease.  My only complaint is that there are a lot of screws on the back side so you can't easily unscrew those screws.",GUIDED
Sports,"Ok, I was a little disappointed in the quality of this product.  It does what it's supposed to do and doesn't take up much space. Pros:<br />1) The color is very bright (blue), 2) You can see &#34;fades&#34; at night<br />3) There are many different colors that you can see on the screen as well(*)<br />4) This has an LED light for nighttime viewing with dimming/darkening modes which make it easy to adjust brightness without having to worry about dark spots or anything like that. Cons:<br />1) If you want to watch sports games from all over the world then this is your best bet.  Also if you're looking for something more casual look no matter where you stand but still have time to catch some footballs off the field during warm weather.",NON-GUIDED
Kitchen,10/10/13  I have had this for several years and love it.  It is very easy to put together and does the job. I will be buying another one as soon as I receive it.,GUIDED
PC,"This device is great for the price.  It has a lot of features that I don't like, but it's easy to set up and use. Pros:<br />- USB 2.0 ports<br />- Bluetooth 3.",GUIDED
Automotive,"Don't waste your time on this product.  It's cheap and does not have the bells and whistles of other auto parts, so don't waste your time on this one.",NON-GUIDED
Office Products,Have a hard time finding something that is easy to use.  This product came in handy for my office.,NON-GUIDED
Automotive,I bought this product as a Christmas gift for my husband.,GUIDED
Home Improvement,"I had to return this product because it was so cheap.  I am not a big fan of Home Improvement products, but they are better than anything else in my life. This is the first time I have used Home Improvement products that were overpriced and/or even more expensive.",GUIDED
Wireless,"Check: Yes, it does work but you can't tell the difference between a standard cable and wireless router.  You have to go through several hoops to get that right. If you're looking for an easy way to wirelessly charge your cell phone or tablet, this may not be the device for you.  I've had no problems with my Verizon FiOS 3G network so far (I haven't had any issues).",NON-GUIDED
Jewelry,"Seriously, this is a beautiful piece of jewelry.  I'm very happy with it and would highly recommend it to anyone looking for a jeweler that will not be disappointed.",NON-GUIDED
Automotive,"Even though I am a car mechanic, I have always been impressed with this product.  It is easy to set up and operate without any issues.",NON-GUIDED
PC,"Nice size, fits well and is easy to set up.  I would recommend this product if you are looking for a quick way to store your PC's hard drives.",NON-GUIDED
Wireless,"I bought this for my husband and he loves it.  I have a lot of wireless devices, so if you want to charge your cell phone or other electronic device at the same time, go ahead and get one.",NON-GUIDED
Apparel,I'd bought this for my husband and he loves it.,NON-GUIDED
Video Games,"Arrived in a timely manner.  The story is well written and the characters are believable. The game itself is very good, but it's not as good as some of the other games that I've played.  It was an easy sell for me to get my money's worth.  That said, if you're looking for a video game with great graphics then this is your pick.",NON-GUIDED
Wireless,"If you are looking for a wireless router that will allow you to charge your cell phone, this is the case.  I have been using it for about 2 months now and no issues. Pros<br />- Easy to set up<br />- Great price<br />- Doesn't take up too much space (for example)<br />- Wireless charging does not take up too much space at all<br />- Doesn't interfere with my Wi-Fi or Bluetooth<br />- Will definitely buy again!<br />Cons<br />- Not sure what else would be out of the box? I do wish there was an easy way to hook up wifi without having to worry about getting lost in WiFi. The only thing i don't like about this one is its lack of features.",NON-GUIDED
Office Products,"This Avery business card is a great value.  It's fast and easy to use.  I've had no problems with the cards, but it was worth every penny.",GUIDED
Automotive,I saw this in my Jeep Wrangler Unlimited.  It was a great value for the money.,GUIDED
Furniture,The fabric was tacky and had a lot of wear on it.,GUIDED
PC,"Not sure if this is a good product, but it does.  I have an old PC that had to be replaced every few years and couldn't figure out how to use the new ones. Pros:<br />- Easy to install (no installation required)<br />- Built in USB 3.0 port<br />- Bluetooth 4.0<br />- Fast charging so you don't have to worry about getting lost on your phone or other device when transferring files from one computer to another<br />Cons:<br />- Doesn't hold up very well for long periods of time while gaming<br />- Does not seem to work as well with older games like Plants vs.",NON-GUIDED
Luggage,"This bag is great for the price. Pros<br />1. Easy to carry, folds up and holds all of your items in one zip lock-down bag (for example if you don't have a suitcase)<br />2.",GUIDED
Toys,"Fun game, components and fun to play.  The only reason I didn't give it 5 stars was because of the price.",GUIDED
Lawn and Garden,"Recently purchased a new home for my 3 year old grandson.  He loves the fact that he can play with it in his bedroom without having to do anything else. I have yet to find out how this works, but I'm glad I did! It's easy to set up, so you don't have to go into any of the manual steps before setting it up.  There are no instructions on how to turn it on or off, just hands-down (you will need an internet connection).  It also comes with two mini bookshelf storage areas - one as a spare room where you can store all your stuff if needed.  The only other thing I would say is that there aren't any instructions on how to turn it on/off...but they're pretty helpful too.",NON-GUIDED
Home Improvement,"Here's a list of the most common &#34;things&#34; you can do to improve your home repair: 1) Build quality is very good. 2) You have to be careful not to screw in any screws or bolts.  If you don't want to install something else, it may take some time for them to get used to. 3) The first thing I did was try and figure out how to make sure everything fit correctly.  This took me about 2-3 weeks to figure out.  After that, I made sure everything had been properly aligned before using this tool.  It took me about 4-5 weeks to figure things out.  That included putting all the screws together into the slots on the bottom of the carabiner (where they were supposed to hold).  Then my carabiner came off with no help at all.",NON-GUIDED
Sports,Great product. Very happy with my purchase and the price.,NON-GUIDED
Video Games,"Do yourself a favor and buy this game for the PS4.  The graphics are very good, but it's not all that great as some other games do. Pros:<br />1) 1) You can't beat the price of Call of Duty or Need for Speed out there. 2) There is tons of replay value in every aspect.<br />3) It's fun to play online with friends without having to worry about getting killed by enemies.<br />4) If you don't want to spend hours playing Mass Effect 3 (or Halo 4 if you're going to save your life trying to figure out how to get rid of those pesky ""bosses"" from Day One?  I've found myself wanting more multiplayer options than ever before.  That being said, here's my take on buying this game for the PS4.",NON-GUIDED
Toys,"Just what I was looking for.  It's a good size and fits perfectly in my purse.  The only thing is that it doesn't come with a zipper, so if you don't like the look of it, then this will not fit your duffel bag or carry-on luggage. I would highly recommend this item to anyone who wants their gear on the go.",NON-GUIDED
Office Products,"Overall quality is very good.  I bought this for my wife and she absolutely loves it.  We have a lot of room in the living room so we don't need to worry about getting dirty or anything like that.  It does look nice on her dresser, but not super comfy at all.",NON-GUIDED
Books,I'll keep you up to date on all the latest and greatest books.,NON-GUIDED
Shoes,This is a great size.  I am 5'6&#34; and weigh 145 pounds.,GUIDED
Luggage,very very brave.  I bought this for my husband and he loves it.  He is 5'9&#34; and weighs 185 lbs.,GUIDED
Sports,"Bought this for my wife and she loves it.  It is a little bit smaller than I expected, but still works great.  We have been using it all the time with no problems.",GUIDED
Beauty,I love this necklace.  It is very comfortable and easy to put together.,GUIDED
Shoes,"Generally, I like to order a size smaller than my normal size.  However, this is not the sizing chart that I would have liked.  For example, if you are 5'3&#34; and weigh 250 pounds, it will be listed as 8"" instead of 9"".  In other words, if you are 6'2&#34; or 209 lbs, it will be listed as 7"" instead of 10"".  So, for someone with an average build, they don't know much about sizing at all.  That being said, these shoes are very well made.",NON-GUIDED
Luggage,"Well-made, smart-looking bag. However, it's not very sturdy and doesn't hold all of your items in one place.  Also, the zipper on the inside is kind of a hassle to pull out when you're trying to carry things.",GUIDED
Office Products,"I wear these everyday.  They are easy to put on and off. They come in a variety of colors, but they don't look like the ones I've been wearing for years.  The only thing that bothers me about them is how long it lasts (about 5-10 days).",GUIDED
Toys,I bought this for my son and he loves it.,GUIDED
Home,"This is exactly what I was looking for.  It has a lot of storage space, and it's easy to set up.",GUIDED
Home Entertainment,"Generally speaking, this game is a hit and miss.  I have been playing it for about 4 months now. I would recommend this to anyone who has never played games before.",NON-GUIDED
Shoes,"These slippers are great!  I ordered a size 8 and they fit perfectly.  They were too short for me to wear them in my dress room, so I had to order another pair.  Very happy with the quality of these slippers.",GUIDED
Shoes,"The only thing I didn't like was the size.  It's too big for me, but it fits in my pocket and can be used as a carry on when traveling.",NON-GUIDED
Shoes,I bought these for my daughter and she loves them.  I ordered a size smaller than what they are advertised to be.  She is very pleased with the quality of the product.,GUIDED
Home Improvement,"exactly as advertised.  I bought this for my husband and he is very pleased with it.  We have used it a few times over the past year or so, but only time will tell. I am happy to report that we are able to replace our old furnace in less than two months.",GUIDED
Shoes,"Rude, size 9.5&#34; fits like a glove and is very comfortable in my hand. I would recommend this to anyone looking for something that will last forever.",NON-GUIDED
Furniture,"Often used as a Christmas gift for my husband, it came with everything he needed.  It was easy to assemble and the quality is very good.",NON-GUIDED
Furniture,"Awesome!  I bought this for my granddaughter and she loves it.  She has a lot of room to put things in there, but the furniture is very nicely made.  The only thing that annoys her is how long it takes to get from one piece of furniture to another. I have not had any issues with anything falling apart over time or pieces falling apart during shipping.  It took me about an hour to remove all the pieces because they were piled on top of each other.  There was no way to clean them up after putting everything together properly.  So far so good.",NON-GUIDED
Shoes,"I ordered this for my daughter and she loves it.  It is a very nice size, but I am not sure if it will hold up well in the long run.  The only thing I would recommend is that you don't have to worry about them getting scratched or anything like that.",GUIDED
Pet Products,"It really does not work at all.  I have to take it off every time I walk on the trail.  If you are going through a lot of grass, don't waste your money.",GUIDED
Home Entertainment,"I watch 3D movies on my Samsung Galaxy S4, iPad and iPod touch.  This is the first time I've owned a home entertainment system that does not have an HDMI port.",GUIDED
Health & Personal Care,This product works. There is no need to go through a lot of hassle and it does exactly what I was looking for.,GUIDED
Automotive,"We've been using this for over a year now and it works great.  The only thing I'm not happy about is that the battery doesn't last much longer than 3 hours, so if you have an auto or something like that type of time, don't waste your money.",NON-GUIDED
Apparel,Elegant and great quality.,NON-GUIDED
Home,"It's been a while since I bought it, but now I'm really happy with the quality of the product.  The color is very clear and easy to read. The only thing that annoys me about this particular case is the fact that there are no buttons on the side so you have to press one button every time you need them. If you're looking for a quick way to quickly access your phone or tablet without having to make any sort of fuss, this may not be the case! I don't know how many times I've used my Samsung Galaxy S4/S5 (not sure if they actually came with their own battery packs), but when I got home from work in less than an hour, I couldn't help but feel like someone was trying to extricate themselves from the mess by typing &#34;smooth&#34; at the top of the screen.",NON-GUIDED
Books,"GoingVirtually everything you need to know about this book is written in English, so if you are interested in learning more about the history of Ireland then I highly recommend it.  It's a great introduction to Irish history and one that will keep you up-to-date on all things related to Ireland from now on.",NON-GUIDED
Grocery,Apart from this one is a great value.  It's made in China and the quality of the product is very good.  I would definitely buy it again.,NON-GUIDED
Health & Personal Care,"Although the bottle is a bit large, I was able to fit it in my pocket.  The only thing that surprised me was how small they were.",GUIDED
Tools,Overall a great product.  The only complaint I have is that it's hard to find the right tools for your needs. I am very happy with this item and will be ordering more in the near future.,GUIDED
Home Improvement,"Recently purchased a new home improvement unit.  This unit is much better than the one I had bought in the first place. I have used it for over a year now, and am very pleased with this product.  It has held up well enough to allow me to do more of my housework while still being able to see through walls without having to worry about getting dirty or anything like that. The only thing i would say is that if you are looking for an easy way to get out of your living room by turning on/off electrical outlets, this may be the best solution.  If you want to quickly turn off electrical outlets (such as those at Home Improvement's) then this might be the right choice. If you are looking for something quick and easy to set up, this will give you some idea of what you need to do before starting from scratch.",NON-GUIDED
Watches,I love them.  The colors are great and the price is unbeatable.,GUIDED
Wireless,Didn't work for me.  I had to return it because of a defective one.,NON-GUIDED
Pet Products,I bought this for my son and he loves it.  It is a very durable product that will last him many years.,GUIDED
Watches,"Apart from the face and neck, they are very well made.  The only complaint I have is that some of the stitching on the back doesn't line up with the bracelet band so it can be worn as a necklace if you want to wear it in front of your husband or girlfriend.",NON-GUIDED
Pet Products,I'll be ordering more products from this company in the future.  They are very well made and will last a long time.,NON-GUIDED
Home Improvement,"I've owned several of these for over a year now, and they work great.  They are easy to set up (easy to install), and have all the features I wanted. The only problem with them is that if you turn on/off your TV, it will not allow you to adjust the brightness or other settings.  You could do that by setting the &#34;setting&#34; at the bottom of the screen, then turning off the volume knob in order to make adjustments.  That would take me about 3-4 hours depending on which one you turn on, but my wife has no problems adjusting her light so far.  It's also worth noting that there aren't any ""adjustable"" modes when using this unit.  If you want to be able to adjust an entire room without having to go through multiple adjustment steps, just hit the &#34;reset&#34; button first.",NON-GUIDED
Lawn and Garden,individually wrapped and packaged.  The only thing I don't like about this product is that it doesn't have a label on it so you can easily find &#34;lawn and Garden&#34; labels.,GUIDED
Video DVD,"After doing some research on the effects of blu ray, I decided to give this DVD a try.  It has everything you need to know about the effects of Blu ray on your home theater. Pros:<br />- The sound is crisp and clear; works well with surround sound speakers (i.",GUIDED
PC,"Rubber cover on thumb drive.  I had a hard time getting it to work properly, so I was looking for an easy way to protect my laptop from scratches.",GUIDED
Jewelry,"If you are looking for a quick, easy way to make your jewelry look like it is made in China.  I have been very impressed with this product and will be purchasing more of my other Jewelry products.",NON-GUIDED
Tools,"These E-Torx sockets have worked great for years.  They are easy to open and close, they don't interfere with your car's interior. I use them on my truck as a back up tool when I'm not in direct line of work.",GUIDED
Shoes,"First pair arrived in a timely manner.  Arrived on time and I was very pleased with the quality of the shoes.  The stitching seems to be very good, but it is not quite as tight as expected.  Also, there are no pockets for your keys or other items you would normally find in stores.",GUIDED
Furniture,"Great useful piece for my wife and I love it.  It has a lot of room in the back, so you don't have to worry about anything falling off your dresser or getting damaged.",GUIDED
Grocery,I recently discovered Einkorn and it was a gift for my husband.  He is very pleased with this product.,GUIDED
Home Entertainment,"Ok, I've only had it for a few months now and haven't had any problems. I bought this to use in my bedroom.  It's very easy to set up and operate without having to worry about the TV being turned on or off.  There are several different ways you can adjust the brightness/vibration settings depending on how much you want it to do.  For example: 1) Holds an external hard drive (i.e. USB 3.0), which is located at the top of the unit.  This will allow you to connect your hard drive directly to your computer via USB if needed.  You can also switch back and forth between drives by pressing &#34;X&#34; buttons.  The second option lets you choose from all three modes - HDMI, VGA, SDRAM, DVI, MMC, DLNA...",NON-GUIDED
Watches,"It is a very nice looking watch.  I like the fact that it has an automatic time readout so you don't have to worry about getting lost or anything. The face is easy to put on and off, which means if you are in need of something for your wrist then this will be great! I highly recommend this watch.",NON-GUIDED
Lawn and Garden,"Great product.  I have a lot of plants growing in my garden, but this one is just the right size for me.  It's not big enough to hold all kinds of plants like cucumbers, pheasants, roses, etc.",NON-GUIDED
Video Games,excelente el futbol.  This is the first video game I've ever seen.,GUIDED
PC,"It took me a while to figure out how to install it, but the instructions were very helpful.  I'm still trying to figure out how to use it and will update this post if any problems are found.",GUIDED
Office Products,"The ""Stanley Bostitch EPS14HC"" is a non-functioning product.  It does what it says it needs to do, and functions well. It's not the first time I've purchased this product from Amazon.",GUIDED
Wireless,Checker is a great tool for anyone who needs to know how to use it.  I have had no problems with this product.,NON-GUIDED
Furniture,"Often used as a Christmas present for the family, this one is very well made.  It has plenty of room to store all kinds of items and make it easy to put together.  The only thing I don't like about this item is that you have to be careful not to mess things up with anything.",NON-GUIDED
Kitchen,"I was originally set up for my husband and we have since moved into a new home.  He has been very helpful with our kitchen, as well as the tools he is able to use.",GUIDED
Lawn and Garden,"If you are looking for a garden with lots of plants, this is the place to find these.  They look like they will grow on grass or shrubs. I have been planting many different kinds of flowers in my garden over the years because I love them so much! These flower beds are easy to move around (they can be removed by putting some kind of plastic container).  You don't want to put too much pressure on your plants to get rid of all the debris that's already accumulated throughout the plant bed.  It doesn't take any effort to remove everything from the pile but it does make a very nice decorative decoration.  The best thing about these roses is that if you're trying to decorate an ornamental home at night, there aren't enough platoons out there to fill those platoons out.",NON-GUIDED
Lawn and Garden,Suprised and very pleased with this product.  I have been using it for a couple of months now and the quality is just as good.,GUIDED
PC,"Anyhow, I bought this for my wife and she absolutely loves it. It is a great way to keep her busy without having to worry about the laptop being damaged or anything else going on.",NON-GUIDED
Sports,Low cost.  I bought this for my wife and she loves it.  She is 6'2&#34; and weighs 135 lbs.,GUIDED
Kitchen,Holds 36&#34; pans.  They are easy to set up and will last a very long time.,GUIDED
Outdoors,"Recently purchased a second one for me.  This one is of the nicest and most comfortable hiking boots I've ever owned.  It's wide enough to comfortably fit my foot, so it doesn't take up much room at all.  The only complaint I have is that there are small pockets on either side of the shoe.",NON-GUIDED
Tools,Just what I was looking for.  Easy to install and easy to use.  Would definitely buy again.,NON-GUIDED
Tools,"This is a great tool for the job.  It does what I need it to do and works just as well. I have used other types of tools, but this one has some limitations.  The first thing I noticed was that there were no instructions on how to set up an SD card, so I had to go through all the manual steps before setting up an SD card. The second thing I noticed was that you can't figure out how to install an SD card in your home or anywhere else.  You're going to have to be very careful not to use any kind of wall mount hardware (e.g. 3-pin screws).  There are many different mounting options available: For example, if you want to mount an external hard drive via USB, you will need to make sure they come pre-drilled with holes drilled into the slots at the bottom of the drives themselves.",NON-GUIDED
Kitchen,"Anyhow, this is a great stove top.  It's easy to set up and works very well.  I've had no problems using it for the past few months.",NON-GUIDED
Outdoors,"What's new is that these are made in China.  I'm not a big fan of the Chinese stuff, but if you're looking for something more exotic then this will definitely be your go-to product. I've used mine on my jeep and it works great! Pros:<br />1) Easy to set up<br />2) Built in Wi-Fi<br />3) Great sound quality<br />4) Bluetooth<br />5) USB 3.",NON-GUIDED
Health & Personal Care,Attended my husband for a very long time and he is now in excellent health.,NON-GUIDED
Wireless,"Recently, I had the chance to use one of these wireless chargers on my Samsung Galaxy S4.  It worked great with no issues and it was easy to install.",NON-GUIDED
PC,"First of all, I wanted to give this product a try.  It is very easy to set up and use.  You do have to be careful when setting it up that you don't want to mess around with the rest of your PC.  The only thing I would like to mention is that there are no instructions on how to set up or how to setup an SD card. If you're looking for a quick way to get things done, here's my review: 1. Set Up Your PC (or anywhere else) 2. Setup Everything You Need To Know On A Core i7-4770 @ 2GB RAM 3. Connecting One USB 3.0 port(s) 4. Setting Up Your PC With An HDMI cable 5.",NON-GUIDED
Lawn and Garden,There are so many things to love about this book.,GUIDED
Electronics,"Have had this for a couple of years and it works great. The only thing I don't like about the electronics is that there are no instructions on how to set up, so you have to go through some manual steps before you can figure it out.",NON-GUIDED
Video DVD,"Ok, I have no idea what the reason is for not liking it.  It's a very nice Blu-Ray player with lots of options to choose from. I've been using this player on my Samsung Galaxy S4 since its first couple months.  The sound quality is excellent and there are plenty of apps that you can use to hook up your TV or other smart devices.  There are so many great apps out there that I don't want to spend hours trying to figure out how to hook up an Apple TV. If you're looking for a portable streaming video player (iPad/iPhone) then this is the way to go.  You'll be able to hook up any device at any time without having to worry about which one you will love most.",NON-GUIDED
Watches,"From Amazon.com I ordered this watch as a gift for my husband and he loves it so much that I bought another one. This is the first time I have owned a watch in less than two years with no issues or problems. If you are looking for an easy to read watch, look no further! This watch looks great on his wrist (as well as many other smart watches) but not very good at keeping your hands warm while wearing &#34;watches&#34;.  It also has a nice built-in timer which will let you know when things are about to get really hot without having to worry about how long they last. The only reason I didn't give it 5 stars was because of the fact that it doesn't seem to take up too much room in the main compartment inside the watch itself.",NON-GUIDED
Automotive,My daughter loves this toy. It is fun to play with and it has a lot of room for toys that can be put on the road.,NON-GUIDED
Beauty,"Meets my needs very well.  I am 5'2&#34; and weigh 205 lbs.  This is the perfect size for a baby who has an eye on her own when it comes to weightlifting.  It was easy to put together, but not as sturdy as others have mentioned. If you are looking for quality materials that can be used in any kind of activity, this is definitely what you need.  My only complaint would be if your child does not want to take off his or her shoes because they don't fit properly.",NON-GUIDED
Outdoors,Attended this product as a gift for my husband and he loves it.  He is an outdoorsman so I am very pleased with the quality of these shoes.,NON-GUIDED
Video DVD,What's new about this movie It tells the story of a young man who is sent to prison for his crimes. The film chronicles an event that has never been more shocking than it was.,NON-GUIDED
Furniture,"Fits well and is easy to assemble.  The only thing I would not recommend is that it doesn't come with a lot of screws, so you have to be careful when assembling this.",GUIDED
Kitchen,its very good but I had to order a second one for my daughter.  She is 5'3&#34; and weighs 145 pounds so it's not super comfy at all.  The only thing that made her uncomfortable was the fact that she could hardly see herself in the middle of the dining room.,GUIDED
Health & Personal Care,Excellent product.  I have had no problems with this product and will continue to use it for many years to come.,NON-GUIDED
Grocery,"Taste is good, quality product.  I have been using it for a few months now and am very happy with the results.",GUIDED
Home Improvement,This is a great tool to help with the maintenance of your house.  It does everything you need it to do and I am very happy with my purchase.,GUIDED
Lawn and Garden,"Here's my recommendation: 1) If you are looking for a quick, easy way to store all your plants in the garden, this is it.  It takes up less space than an old wooden table top. 2) You will not be able to remove any of the leaves that have been removed from the wood floor as well (such as stems or other plant matter).  The only reason I do not recommend this is if you don't want to use &#34;clarification&#34; to remove some of the leaves that have already been removed.  This can be done by simply removing the clarification/clarification on the bottom of the potting area where the stem was originally placed.  There is no “clarification&#34; at all so make sure you carefully follow the directions set out in the instructions provided with the potting lotion.",NON-GUIDED
Toys,Going to the store and buying another one.,NON-GUIDED
Home Improvement,"Nice product.  I bought this for my 2 year old grandson and he loves it. It is very easy to set up, put in place the screws on the back of the car (as well as the front door), and you are ready to go! I have had no problems installing or even turning on/off when there is not a power source plugged in.  The only thing i don't like about it is that if your child doesn't know how to turn on/off after some time they will be able to do so without having to worry about anything being done. The whole home improvement feature is great--it has all the bells and whistles but none of them make it into the living room.  It's just too much hassle trying to figure out how to get rid of those pesky wires with little help from the &#34;Electronics Technician&#34;.",NON-GUIDED
Home Entertainment,I watch 3D movies on my Samsung Galaxy S3.  I love that it comes with an SD card and a USB flash drive.  The only downside is that the remote does not allow you to use your phone or tablet without having to unplug it.,GUIDED
Beauty,I'd buy this again.,NON-GUIDED
Automotive,These retractable ratchet straps are great for the job.  They're easy to use and work just as well if you have a spare tire.,GUIDED
Luggage,"Just got this umbrella today and it's working fine.  I can't say enough about the quality of the material, but it looks good on my carry-on luggage. Pros<br />1) The bag is very lightweight and holds a ton of stuff (like tons of clothes).",GUIDED
Lawn and Garden,"After purchasing this rug for my husband, he loved it.  He also loves the fact that it has a lot of room to put clothes on so you don't have to worry about them falling off or anything like that. The color is very vibrant with lots of colors as well.  It's easy to see where I'm going from here because there are plenty of different colors available at any given time.",NON-GUIDED
Grocery,Avoidance.  I have tried several different brands and this one is my favorite.,NON-GUIDED
Home,Love these shoes.  They are comfortable and fit my foot perfectly.  I am very happy with this purchase.,GUIDED
Lawn and Garden,"From time to time, we use these for our garden.  They are very easy to set up. I've used them a couple of times in the past but they have held up quite well.",NON-GUIDED
Electronics,"First of all, this is a good product.  I have been using it for about 1 year now and am very happy with the results.",NON-GUIDED
Kitchen,You can absolutely see the difference in quality of food and ingredients.,GUIDED
Apparel,"Wasn't exactly what I was looking for.  The color is a little darker than the picture, but it's still very pretty and looks nice in person. The only thing wrong with this item?  It seems to be made of synthetic material (not real cotton).",NON-GUIDED
Electronics,Didn't work for me.  I had to return it because of a defective product. I am very happy with this purchase and will continue to buy more electronics from this company.,NON-GUIDED
Grocery,I recently discovered Einkorn.  I ordered this for my husband and he loves it.  It's a great addition to our family Christmas table! The only reason I didn't like it was because of the price.,GUIDED
Health & Personal Care,Do yourself a favor and buy this product.  It is so much easier to use than the one I bought in the store. I would highly recommend this product.,NON-GUIDED
Outdoors,"Meets all of my expectations.  I can't believe how much longer this is going to last.  If you are looking for something that will protect your outdoor environment, then this is the place to be.",NON-GUIDED
Watches,"Not sure how long it will last, but I can say that this is a very nice watch.  It looks great on my wrist as well. The only complaint I have is that the band seems to be too small for me (about 1/8&#34;) so if you are looking for an easy-to-understand watch like this one, look no further...",NON-GUIDED
Books,"Despite being a very good book, I have not read any of the other books.  This one is by far my favorite. The only reason I gave it 5 stars is that there are so many spoilers here and there.  If you don't know what to expect from this book then look no further! Author David Frankel has written an excellent series about his life in New York City: The Making of a New York Times Best Seller (2000).  His most recent book was titled ""A New York Times Best Seller"", which he describes as follows: 1. A New York Times Best Seller with a Cover-Up &#34;Citizen Kane&#34; 2. A New York Times Best Seller with a Cover-Up&#34; 3. A New York Times Best Seller with a Cover-Up&#34; 4.",NON-GUIDED
Musical Instruments,"Overall sound is very good.  I like it a lot, but the bass isn't quite what I was expecting.  It's not as loud as some of the other instruments out there have. I would recommend this to anyone looking for an instrument that can be played with and mastered without any problems.",NON-GUIDED
Luggage,Not sure if it is just a matter of time before we get to our destination.  I am very happy with this bag and will be ordering another one in the future.,NON-GUIDED
Video DVD,Wow.. incredible!  It's so much more than I thought it would be.  The sound is great and the effects are amazing.  You can't go wrong with this DVD.,GUIDED
Camera,"The Nikon D3200 is one of the best cameras I've ever owned.  It's fast and easy to set up, it has a built-in auto focus feature that lets you take pictures with your phone or tablet without having to worry about battery drain.",GUIDED
Outdoors,"It's a good product, but it doesn't hold up very well.  I have to go out and buy something else.",NON-GUIDED
